timestamp,bid,ask,low,close,volume,symbol
2022-01-04 00:00:00,2.564,2.564,2.564,2.564,46.3,1INCH/USD
2022-01-04 00:01:00,2.564,2.564,2.564,2.564,0.0,1INCH/USD
2022-01-04 00:02:00,2.567,2.567,2.567,2.567,11.7,1INCH/USD
2022-01-04 00:03:00,2.567,2.567,2.567,2.567,0.0,1INCH/USD
2022-01-04 00:04:00,2.567,2.567,2.567,2.567,0.0,1INCH/USD
2022-01-04 00:05:00,2.567,2.567,2.567,2.567,0.0,1INCH/USD
2022-01-04 00:06:00,2.567,2.567,2.567,2.567,0.0,1INCH/USD
2022-01-04 00:07:00,2.567,2.567,2.567,2.567,0.0,1INCH/USD
2022-01-04 00:08:00,2.567,2.567,2.567,2.567,0.0,1INCH/USD
2022-01-04 00:09:00,2.567,2.567,2.567,2.567,0.0,1INCH/USD
2022-01-04 00:10:00,2.574,2.574,2.574,2.574,11.6,1INCH/USD
2022-01-04 00:11:00,2.572,2.572,2.572,2.572,423.1,1INCH/USD
2022-01-04 00:12:00,2.572,2.572,2.572,2.572,0.0,1INCH/USD
2022-01-04 00:13:00,2.572,2.572,2.572,2.572,0.0,1INCH/USD
2022-01-04 00:14:00,2.572,2.572,2.572,2.572,0.0,1INCH/USD
2022-01-04 00:15:00,2.568,2.568,2.568,2.568,8.5,1INCH/USD
2022-01-04 00:16:00,2.568,2.568,2.568,2.568,0.0,1INCH/USD
2022-01-04 00:17:00,2.568,2.568,2.568,2.568,0.0,1INCH/USD
2022-01-04 00:18:00,2.563,2.563,2.563,2.563,11.6,1INCH/USD
2022-01-04 00:19:00,2.563,2.563,2.563,2.563,0.0,1INCH/USD
2022-01-04 00:20:00,2.563,2.563,2.563,2.563,0.0,1INCH/USD
2022-01-04 00:21:00,2.563,2.563,2.563,2.563,0.0,1INCH/USD
2022-01-04 00:22:00,2.561,2.561,2.561,2.561,31.2,1INCH/USD
2022-01-04 00:23:00,2.561,2.561,2.561,2.561,0.0,1INCH/USD
2022-01-04 00:24:00,2.556,2.556,2.555,2.555,27.3,1INCH/USD
2022-01-04 00:25:00,2.558,2.558,2.558,2.558,25.0,1INCH/USD
2022-01-04 00:26:00,2.558,2.558,2.558,2.558,0.0,1INCH/USD
2022-01-04 00:27:00,2.564,2.564,2.564,2.564,5.3,1INCH/USD
2022-01-04 00:28:00,2.567,2.574,2.567,2.574,209.9,1INCH/USD
2022-01-04 00:29:00,2.58,2.58,2.58,2.58,11.6,1INCH/USD
2022-01-04 00:30:00,2.578,2.578,2.578,2.578,94.1,1INCH/USD
2022-01-04 00:31:00,2.578,2.578,2.578,2.578,0.0,1INCH/USD
2022-01-04 00:32:00,2.578,2.578,2.578,2.578,0.0,1INCH/USD
2022-01-04 00:33:00,2.574,2.574,2.574,2.574,9.9,1INCH/USD
2022-01-04 00:34:00,2.583,2.585,2.583,2.585,125.6,1INCH/USD
2022-01-04 00:35:00,2.585,2.587,2.585,2.587,41.2,1INCH/USD
2022-01-04 00:36:00,2.591,2.591,2.586,2.586,66.2,1INCH/USD
2022-01-04 00:37:00,2.586,2.586,2.586,2.586,0.0,1INCH/USD
2022-01-04 00:38:00,2.587,2.587,2.582,2.582,462.9,1INCH/USD
2022-01-04 00:39:00,2.582,2.582,2.582,2.582,0.0,1INCH/USD
2022-01-04 00:40:00,2.582,2.582,2.582,2.582,0.0,1INCH/USD
2022-01-04 00:41:00,2.576,2.576,2.572,2.572,68.3,1INCH/USD
2022-01-04 00:42:00,2.572,2.572,2.572,2.572,0.0,1INCH/USD
2022-01-04 00:43:00,2.569,2.569,2.569,2.569,598.6,1INCH/USD
2022-01-04 00:44:00,2.568,2.568,2.567,2.567,26.6,1INCH/USD
2022-01-04 00:45:00,2.567,2.567,2.567,2.567,0.0,1INCH/USD
2022-01-04 00:46:00,2.567,2.567,2.567,2.567,0.0,1INCH/USD
2022-01-04 00:47:00,2.567,2.567,2.567,2.567,0.0,1INCH/USD
2022-01-04 00:48:00,2.563,2.563,2.563,2.563,11.6,1INCH/USD
2022-01-04 00:49:00,2.563,2.563,2.563,2.563,0.0,1INCH/USD
2022-01-04 00:50:00,2.556,2.556,2.555,2.555,27.3,1INCH/USD
2022-01-04 00:51:00,2.555,2.555,2.555,2.555,0.0,1INCH/USD
2022-01-04 00:52:00,2.553,2.553,2.55,2.55,17.1,1INCH/USD
2022-01-04 00:53:00,2.549,2.549,2.545,2.545,15.7,1INCH/USD
2022-01-04 00:54:00,2.543,2.543,2.536,2.536,205.9,1INCH/USD
2022-01-04 00:55:00,2.532,2.532,2.528,2.528,51.5,1INCH/USD
2022-01-04 00:56:00,2.527,2.527,2.525,2.525,22.4,1INCH/USD
2022-01-04 00:57:00,2.54,2.54,2.54,2.54,4.3,1INCH/USD
2022-01-04 00:58:00,2.539,2.539,2.537,2.537,88.3,1INCH/USD
2022-01-04 00:59:00,2.537,2.537,2.537,2.537,0.0,1INCH/USD
2022-01-04 01:00:00,2.537,2.537,2.537,2.537,0.0,1INCH/USD
2022-01-04 01:01:00,2.537,2.537,2.537,2.537,0.0,1INCH/USD
2022-01-04 01:02:00,2.523,2.529,2.523,2.529,106.2,1INCH/USD
2022-01-04 01:03:00,2.529,2.529,2.529,2.529,0.0,1INCH/USD
2022-01-04 01:04:00,2.529,2.529,2.529,2.529,0.0,1INCH/USD
2022-01-04 01:05:00,2.529,2.529,2.529,2.529,0.0,1INCH/USD
2022-01-04 01:06:00,2.53,2.53,2.53,2.53,8.6,1INCH/USD
2022-01-04 01:07:00,2.534,2.534,2.534,2.534,11.8,1INCH/USD
2022-01-04 01:08:00,2.534,2.534,2.534,2.534,0.0,1INCH/USD
2022-01-04 01:09:00,2.538,2.538,2.538,2.538,1000.0,1INCH/USD
2022-01-04 01:10:00,2.538,2.538,2.538,2.538,0.0,1INCH/USD
2022-01-04 01:11:00,2.538,2.538,2.538,2.538,0.0,1INCH/USD
2022-01-04 01:12:00,2.54,2.54,2.54,2.54,7.5,1INCH/USD
2022-01-04 01:13:00,2.54,2.54,2.54,2.54,0.0,1INCH/USD
